"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q_RecaptchaScore","Q3","DV_accept","DV_accept.1","DV_accept.2","DV_accept.3","DV_comfort_scales_1","DV_comfort_scales_2","DV_comfort_scales_3","DV_comfort_scales_4","DV_comfort_scales_5","sec2_GDPR.aware","GDPR.Knowledge","sec2_CCPA.aware","CCPA.Knowledge","sec2_T.F.cookies","sec2_T.F.cookies_2","sec2_T.F.cookies.3","sec2_T.F.cookies_4","sec2_T.F.cookies_5","sec2_T.F.cookies_6","sec2_privacy.notice","sec2_cookie.time","sec2_cookie.accept","sec2_cookie_review","sec2_cookie.motiv.A","sec2_cookie.motiv.A_7_TEXT","sec2_cookie.motiv.D","sec2_cookie.motiv.D_7_TEXT","sec2_comfort.scale_1","sec2_comfort.scale_2","sec2_comfort.scale_3","sec2_comfort.scale_4","sec2_comfort.scale_5","sec2_comfort.scale_6","Large_Established_Firm","Start_up","Online_Advertising_Tech_Company","Hardware_Tech_Company","Local_Business","Hospital_Medical_Facility","US_Government_Website","Non_profit_Organization","Personal_Blog","Google","Amazon","Meta","Apple","TikTok","sec2_govt.big.tech_1","sec2_govt.big.tech_2","sec2_govt.big.tech_3","sec3_social.media","sec3_browser","sec3_browser_9_TEXT","sec3_avg.brows.","sec3_web.purpose","sec3_web.purpose_8_TEXT","sec3_device","sec3_device_9_TEXT","sec3_attention.check","sec3_internet.use","dem.age","Age","Gender","dem.gender_5_TEXT","Education","Attention Check","Income","Employment","dem_employment_7_TEXT","Political","Phone","dem_phone.device_5_TEXT","Q158","ResponseID","participantId","stimulus.id","Composite_DV","comp_govt","income_category","comp_comfort"
"77","2023-07-13 09:04:51","2023-07-13 09:28:24","IP Address","24.170.192.99","100","1413","True","2023-07-13 09:28:24","R_10retko4PK3OQaO","","","","","29.6825","-82.3606","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",2,2,2,1,1,1,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","True","False","True","False","True","False","More than once per day","10-30 seconds","Rarely – I rarely accept the default policy; that is I will usually click “Decline” and/or modify my privacy settings.","Rarely - I rarely read them unless it's a website or service I'm particularly concerned about","Because the cookie policy was necessary to view the website.","","To protect my online privacy,Because I believe selecting “Accept” is not my best interest","",2,2,2,1,1,1,2,1,2,2,2,2,5,2,1,2,2,1,1,1,7,6,7,"Linkedin","Firefox","","7 hours","Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone,Wearable device (e.g., Apple Watch, FitBit)","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Post online music or a video that you have created yourself,Create a website","Numeric Entry:",69,"Female","","Master's Degree","Zenith Computing","$50,000-$74,999","Retired","","Slightly liberal","Android","","1","R_10retko4PK3OQaO","82D88B29D40F4C5A910237120499A0A7","small-old-ads",1.5,6.66666666666667,"Middle_Income",1.5
"78","2023-07-13 09:04:38","2023-07-13 09:28:35","IP Address","102.89.43.208","100","1436","True","2023-07-13 09:28:36","R_2fAGsXndRShCVDi","","","","","6.4474","3.3903","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",5,6,7,6,7,6,"Moderately aware","Moderately knowledgeable","Slightly aware","Slightly knowledgeable","True","False","True","True","True","True","More than once per day","10-30 seconds","Frequently – I often accept the default cookie & data use policies","Rarely - I rarely read them unless it's a website or service I'm particularly concerned about","Out of habit or convenience.,Because the cookie policy was necessary to view the website.","","To protect my online privacy,To hide my online activity from the website operator,To prevent the company from accessing personally sensitive information about me","",4,5,5,5,4,4,5,3,5,5,6,7,3,2,2,5,5,1,6,5,5,2,5,"Facebook","Google Chrome","","4 hours","Education,News,Entertainment,Shopping,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone,Other connected devices (e.g., e-reader, iPod Touch):","","Close family and friends (fewer than 20 people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages","Numeric Entry:",34,"Male","","Bachelor's Degree","Zenith Computing","$75,000-$99,999","Employed Full-Time","","Slightly conservative","iOS/iPhone","","1","R_2fAGsXndRShCVDi","2FA389DFDBC84864B15DBB2DEBC392A2","large-old-ads",6.16666666666667,4,"Middle_Income",4.5
"79","2023-07-13 09:15:55","2023-07-13 09:29:00","IP Address","76.251.66.207","100","785","True","2023-07-13 09:29:01","R_1LkDdkh1395AKgd","","","","","33.7485","-84.3871","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",5,5,6,6,6,5,"Slightly aware","Slightly knowledgeable","Slightly aware","Slightly knowledgeable","True","False","True","True","True","True","About once a week","1-2 minutes","Occasionally – Sometimes I will accept the default policy, sometimes I will decline the default policy and/or modify my privacy settings using these screens.","Occasionally - I read them sometimes, depending on the website or context","To reduce the number of ads I see.","","To prevent the company from accessing personally sensitive information about me","",5,5,5,4,4,4,6,6,4,4,5,4,5,5,5,6,6,5,5,5,5,5,4,"Facebook,Instagram,Twitter,Linkedin","Microsoft Edge","","3 hours","Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself","Numeric Entry:",31,"Male","","Bachelor's Degree","Zenith Computing","$50,000-$74,999","Employed Full-Time","","Liberal","iOS/iPhone","","1","R_1LkDdkh1395AKgd","512FED05A72842BF9658B966FBD7F076","large-old-ads",5.5,4.66666666666667,"Middle_Income",4.5
"80","2023-07-13 09:04:28","2023-07-13 09:29:42","IP Address","71.206.17.66","100","1513","True","2023-07-13 09:29:43","R_3NBX0880KhtZZMG","","","","","38.7678","-75.2978","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",7,5,5,5,4,4,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","True","False","True","True","True","True","More than once per day","10-30 seconds","Frequently – I often accept the default cookie & data use policies","Frequently - I read them most of the time, but not always","Out of habit or convenience.","","To protect my online privacy","",5,5,5,5,4,3,5,4,4,4,5,5,5,5,4,5,5,4,4,4,6,6,6,"Facebook,Instagram,Twitter","Google Chrome","","2 hours","Education,News,Entertainment,Shopping,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone,Tablet (e.g., iPad, Kindle Fire, Samsung Galaxy Tab)","","Close family and friends (fewer than 20 people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself","Numeric Entry:",71,"Female","","Master's Degree","Zenith Computing","Prefer not to say","Retired","","Conservative","Android","","1","R_3NBX0880KhtZZMG","2ABC6ED4106141FCBBF98AF2778DA134","small-old-ads",5,6,"Not_Applicable",4.5
"81","2023-07-13 09:04:28","2023-07-13 09:30:48","IP Address","154.6.85.50","100","1579","True","2023-07-13 09:30:48","R_1gkb4yHgZre2U8H","","","","","39.7684","-86.158","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",6,7,6,5,6,7,"Moderately aware","Very knowledgeable","Extremely aware","Very knowledgeable","True","True","True","True","True","True","More than once per day","10-30 seconds","Frequently – I often accept the default cookie & data use policies","Occasionally - I read them sometimes, depending on the website or context","To protect my privacy and control my personal data.,To reduce the number of ads I see.","","To protect my online privacy,To prevent the company from accessing personally sensitive information about me","",6,7,5,7,5,7,6,5,7,4,6,7,5,4,6,7,7,7,6,7,7,7,7,"Instagram","Google Chrome","","5 hours","News","","Computer (desktop/laptop)","","A large number of ‘friends’ or contacts (200+ people)","Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Post online music or a video that you have created yourself","Numeric Entry:",28,"Male","","Bachelor's Degree","Zenith Computing","$75,000-$99,999","Employed Full-Time","","Very conservative","iOS/iPhone","","1","R_1gkb4yHgZre2U8H","A51DC544D0C040ECA4BF89BC3B8D9EEB","large-old-ads",6.16666666666667,7,"Middle_Income",6.16666666666667
"82","2023-07-13 09:06:33","2023-07-13 09:31:18","IP Address","96.238.179.72","100","1484","True","2023-07-13 09:31:18","R_3Oe0X6XDiSLf62l","","","","","37.4365","-77.4807","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",5,5,3,5,5,4,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","True","False","True","False","True","False","More than once per day","1-2 minutes","Occasionally – Sometimes I will accept the default policy, sometimes I will decline the default policy and/or modify my privacy settings using these screens.","Occasionally - I read them sometimes, depending on the website or context","Because the cookie policy was necessary to view the website.","","To protect my online privacy,To hide my online activity from the website operator,To prevent the company from accessing personally sensitive information about me","",5,5,5,5,1,1,3,3,3,3,5,6,5,4,1,3,3,3,1,1,6,4,5,"Facebook,Instagram","Firefox","","4 hours","Education,News,Entertainment,Shopping","","Computer (desktop/laptop),Mobile phone or smartphone,Tablet (e.g., iPad, Kindle Fire, Samsung Galaxy Tab),Smart home devices (e.g., Amazon Echo, Google Home)","","I don’t share photos/videos of myself or others online","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself,Create a website","Numeric Entry:",65,"Male","","Bachelor's Degree","Zenith Computing","$75,000-$99,999","Retired","","Liberal","Android","","1","R_3Oe0X6XDiSLf62l","870FB7B0CA73406EA65982559BC7ACB4","large-old-products",4.5,5,"Middle_Income",3.66666666666667
"83","2023-07-13 09:04:21","2023-07-13 09:33:33","IP Address","68.142.35.215","100","1751","True","2023-07-13 09:33:33","R_1IYiWpBVhMZSBUP","","","","","44.3901","-72.9559","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",1,2,1,2,2,2,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","True","False","True","True","False","False","More than once per day","10-30 seconds","Occasionally – Sometimes I will accept the default policy, sometimes I will decline the default policy and/or modify my privacy settings using these screens.","Frequently - I read them most of the time, but not always","Out of habit or convenience.","","Because I believe selecting “Accept” is not my best interest","",2,2,2,2,2,2,2,2,2,2,5,5,5,4,2,2,2,2,2,2,7,4,5,"None of the above","Firefox","","More than 8 hours","Education,News,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone,Tablet (e.g., iPad, Kindle Fire, Samsung Galaxy Tab)","","I don’t share photos/videos of myself or others online","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Create a website","Numeric Entry:",77,"Male","","Master's Degree","Zenith Computing","$0-24,999","Retired","","Very liberal","Android","","1","R_1IYiWpBVhMZSBUP","B556928DDF204CF696A746F57E0AC0B6","large-old-ads",1.66666666666667,5.33333333333333,"Low_Income",2
"84","2023-07-13 09:04:41","2023-07-13 09:33:50","IP Address","23.121.21.167","100","1749","True","2023-07-13 09:33:50","R_3dYCKBxqEDsos0r","","","","","25.8799","-80.3364","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",6,5,6,5,3,4,"Slightly aware","Slightly knowledgeable","Somewhat aware","Moderately knowledgeable","True","True","True","True","True","True","About once per day","Less than 10 seconds","Occasionally – Sometimes I will accept the default policy, sometimes I will decline the default policy and/or modify my privacy settings using these screens.","​​Always - I read them thoroughly every time I visit a website.","Because the cookie policy was necessary to view the website.","","To protect my online privacy,To prevent the company from accessing personally sensitive information about me","",6,5,5,4,4,3,5,3,3,3,6,5,5,4,5,4,4,3,4,3,5,6,6,"Facebook,Instagram,Twitter,Snapchat,Linkedin,TikTok","Google Chrome","","7 hours","News,Entertainment,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself","Numeric Entry:",33,"Male","","Bachelor's Degree","Zenith Computing","$100,000-$124,999","Employed Full-Time","","Conservative","Android","","1","R_3dYCKBxqEDsos0r","FCA7D42E5DDA4869A097A3CED48E7A22","small-old-ads",4.83333333333333,5.66666666666667,"Middle_Income",4.5
"85","2023-07-13 09:23:42","2023-07-13 09:35:16","IP Address","68.113.136.102","100","693","True","2023-07-13 09:35:16","R_pLxMyIGnM6bly93","","","","","45.8784","-87.1162","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",6,7,7,7,7,7,"Moderately aware","Very knowledgeable","Moderately aware","Very knowledgeable","True","False","True","False","True","False","More than once per day","10-30 seconds","Always – I always accept the default cookie & data use policies","​​Always - I read them thoroughly every time I visit a website.","Out of habit or convenience.","","To protect my online privacy","",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,"Facebook,Instagram,Twitter,Snapchat,Linkedin,TikTok","Google Chrome","","3 hours","Education,News,Entertainment","","Computer (desktop/laptop)","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself,Create a website","Numeric Entry:",24,"Male","","Master's Degree","Zenith Computing","$25,000-$49,999","Employed Full-Time","","Very conservative","Android","","1","R_pLxMyIGnM6bly93","3E2ED1063E8C45FE9B9D463059F8B431","small-old-ads",6.83333333333333,6.33333333333333,"Low_Income",7
"86","2023-07-13 09:23:45","2023-07-13 09:41:21","IP Address","172.59.97.180","100","1056","True","2023-07-13 09:41:22","R_QcDb7lLfTa2W7W9","","","","","43.0382","-87.91","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",7,7,7,7,7,7,"Extremely aware","Extremely knowledgeable","Extremely aware","Extremely knowledgeable","True","False","True","False","True","False","Never","20-30 seconds","Always – I always accept the default cookie & data use policies","​​Always - I read them thoroughly every time I visit a website.","Because the cookie policy was necessary to view the website.","","To protect my online privacy","",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Facebook,Instagram,Twitter,Snapchat,Linkedin,TikTok","Google Chrome","","2 hours","Education,News,Entertainment","","Computer (desktop/laptop),Mobile phone or smartphone,Tablet (e.g., iPad, Kindle Fire, Samsung Galaxy Tab),Wearable device (e.g., Apple Watch, FitBit)","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password","Numeric Entry:",30,"Female","","Master's Degree","Zenith Computing","$25,000-$49,999","Employed Full-Time","","Very conservative","Android","","1","R_QcDb7lLfTa2W7W9","C358D504129B44388A02DC6F6D250043","large-new-ads",7,7,"Low_Income",7
"87","2023-07-13 09:35:50","2023-07-13 09:45:56","IP Address","73.174.156.135","100","605","True","2023-07-13 09:45:57","R_2OU2uUOJsp0tSgV","","","","","40.469","-78.8346","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",1,1,1,1,1,1,"Somewhat aware","Slightly knowledgeable","Slightly aware","Slightly knowledgeable","True","False","True","True","True","False","More than once per day","Less than 10 seconds","Never – I never accept the default policy; I always click “Decline” and/or modify my privacy settings.","Rarely - I rarely read them unless it's a website or service I'm particularly concerned about","To reduce the number of ads I see.,Because the cookie policy was necessary to view the website.","","To protect my online privacy,To hide my online activity from the website operator,To prevent the company from accessing personally sensitive information about me,Because I believe selecting “Accept” is not my best interest","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,"Linkedin","Google Chrome","","3 hours","Education,News,Entertainment,Shopping,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone,Tablet (e.g., iPad, Kindle Fire, Samsung Galaxy Tab),Games console (e.g., PlayStation, Xbox, Wii, Nintendo DS)","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself,Create a website,Use a coding/programming language (e.g. Python, Java, JavaScript, C++, Ruby, SQL)","Numeric Entry:",29,"Male","","Bachelor's Degree","Zenith Computing","$0-24,999","Employed Full-Time","","Liberal","Android","","1","R_2OU2uUOJsp0tSgV","57F76C659B6A4CB5830153B204B85C55","large-new-ads",1,4,"Low_Income",1
"88","2023-07-13 09:39:00","2023-07-13 09:50:03","IP Address","76.19.236.97","100","663","True","2023-07-13 09:50:04","R_27j92C82RVi9DhG","","","","","42.9621","-71.449","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",6,5,5,5,4,3,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","True","False","True","True","True","False","More than once per day","Less than 10 seconds","Frequently – I often accept the default cookie & data use policies","Frequently - I read them most of the time, but not always","Out of habit or convenience.","","To protect my online privacy","",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,"Facebook","Safari","","6 hours","News,Entertainment,Shopping,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself","Numeric Entry:",40,"Female","","Bachelor's Degree","Zenith Computing","$75,000-$99,999","Seeking opportunities","","Slightly conservative","iOS/iPhone","","1","R_27j92C82RVi9DhG","4D739BCC8D854A83B63D9EB209B1C7E9","large-old-products",4.66666666666667,5,"Middle_Income",3.83333333333333
"89","2023-07-13 09:30:46","2023-07-13 09:55:33","IP Address","75.64.23.2","100","1486","True","2023-07-13 09:55:33","R_2XiKxZL4VBa7426","","","","","35.1856","-90.0209","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",7,7,7,7,7,7,"Not at all aware","Moderately knowledgeable","Not at all aware","Moderately knowledgeable","True","True","True","True","True","True","About once a month","30 seconds to 1 minute","Always – I always accept the default cookie & data use policies","​​Always - I read them thoroughly every time I visit a website.","To protect my privacy and control my personal data.","","To protect my online privacy","",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,"Facebook","Google Chrome","","1 hour","News,Entertainment,Shopping,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone,Tablet (e.g., iPad, Kindle Fire, Samsung Galaxy Tab)","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine)","Numeric Entry:",61,"Female","","High School","Zenith Computing","$25,000-$49,999","Employed Part-Time","","Very conservative","iOS/iPhone","","1","R_2XiKxZL4VBa7426","7B8A8400E4C24D8E9D39B9F22F534212","small-old-ads",7,7,"Low_Income",7
"90","2023-07-13 11:56:17","2023-07-13 12:03:42","IP Address","76.112.237.15","100","445","True","2023-07-13 12:03:43","R_2AXbMAAHAQHLlEc","","","","","42.331","-83.3785","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",7,6,6,6,4,4,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","True","True","True","False","True","False","About once per day","Less than 10 seconds","Frequently – I often accept the default cookie & data use policies","Never - I never read websites' privacy policies","Out of habit or convenience.,Because the cookie policy was necessary to view the website.","","To protect my online privacy,To prevent the company from accessing personally sensitive information about me","",5,5,5,5,5,2,4,3,4,4,4,5,3,4,3,3,3,2,3,2,6,6,6,"Facebook,Instagram,Snapchat","Google Chrome","","1 hour","Entertainment","","Computer (desktop/laptop),Mobile phone or smartphone,Games console (e.g., PlayStation, Xbox, Wii, Nintendo DS)","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself","Numeric Entry:",29,"Male","","Bachelor's Degree","Zenith Computing","$75,000-$99,999","Employed Full-Time","","Very liberal","iOS/iPhone","","1","R_2AXbMAAHAQHLlEc","63CCB99291884DB49454E28CF01D6FE0","small-old-ads",5.5,6,"Middle_Income",4.5
"91","2023-07-13 11:56:50","2023-07-13 12:04:01","IP Address","66.30.138.217","100","431","True","2023-07-13 12:04:02","R_2TzAz2xT2xzSaWU","","","","","42.2463","-70.9972","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",7,5,5,5,4,4,"Moderately aware","Moderately knowledgeable","Moderately aware","Moderately knowledgeable","True","True","True","True","True","False","About once per day","Less than 10 seconds","Frequently – I often accept the default cookie & data use policies","Rarely - I rarely read them unless it's a website or service I'm particularly concerned about","Out of habit or convenience.,Because the cookie policy was necessary to view the website.","","To protect my online privacy","",5,4,5,5,5,4,6,5,5,5,6,6,5,5,6,6,6,5,5,5,5,6,5,"Facebook,Instagram,Twitter,Linkedin","Google Chrome","","2 hours","Education,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone","","A broader circle of family and friends (20-200 people)","Save a photo that you find online,Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself","Numeric Entry:",29,"Male","","Bachelor's Degree","Zenith Computing","$125,000-$149,999","Employed Full-Time","","Slightly conservative","iOS/iPhone","","1","R_2TzAz2xT2xzSaWU","7C2C3F6223D14E1698ECFC90EE4ED6DA","large-old-ads",5,5.33333333333333,"Upper_Income",4.66666666666667
"92","2023-07-13 11:56:29","2023-07-13 12:04:03","IP Address","65.25.90.80","100","453","True","2023-07-13 12:04:04","R_3qlj40sILvAbfLb","","","","","41.3722","-82.1087","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",6,6,6,6,6,6,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","True","False","True","True","True","True","About once a month","Less than 10 seconds","Always – I always accept the default cookie & data use policies","Rarely - I rarely read them unless it's a website or service I'm particularly concerned about","Out of habit or convenience.","","Because I believe selecting “Accept” is not my best interest","",5,5,5,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,7,"Facebook,Instagram,Twitter,Snapchat","Microsoft Edge","","More than 8 hours","Education,News,Entertainment,Shopping,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone,Games console (e.g., PlayStation, Xbox, Wii, Nintendo DS),Smart home devices (e.g., Amazon Echo, Google Home)","","A broader circle of family and friends (20-200 people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself,Create a website","Numeric Entry:",39,"Male","","High School","Zenith Computing","$25,000-$49,999","Employed Full-Time","","Liberal","Android","","1","R_3qlj40sILvAbfLb","CD8E954FE0694EA89A0B503BB91CA39D","large-old-ads",6,6.66666666666667,"Low_Income",4.33333333333333
"93","2023-07-13 11:56:24","2023-07-13 12:04:21","IP Address","137.148.112.26","100","477","True","2023-07-13 12:04:22","R_1OUizyzF8XtX6NW","","","","","41.4866","-81.8037","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",6,6,6,6,6,6,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","True","True","True","True","True","True","About once per day","Less than 10 seconds","Occasionally – Sometimes I will accept the default policy, sometimes I will decline the default policy and/or modify my privacy settings using these screens.","Never - I never read websites' privacy policies","Out of habit or convenience.","","To prevent the company from accessing personally sensitive information about me","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,"Facebook,Instagram","Google Chrome","","8 hours","Education,News,Entertainment,Shopping,Work/Business","","Computer (desktop/laptop)","","A broader circle of family and friends (20-200 people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself,Create a website","Numeric Entry:",45,"Female","","Master's Degree","Zenith Computing","$75,000-$99,999","Employed Full-Time","","Liberal","iOS/iPhone","","1","R_1OUizyzF8XtX6NW","A7D8A5A8FC8145D689F0517CB360F026","large-new-ads",6,4,"Middle_Income",5
"94","2023-07-13 11:56:18","2023-07-13 12:04:24","IP Address","172.56.161.86","100","486","True","2023-07-13 12:04:25","R_210o75bYrwIUUtl","","","","","40.7123","-74.0068","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",6,3,3,3,3,3,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","True","False","True","False","True","False","About once per day","10-30 seconds","Frequently – I often accept the default cookie & data use policies","Rarely - I rarely read them unless it's a website or service I'm particularly concerned about","Out of habit or convenience.,Because the cookie policy was necessary to view the website.","","To protect my online privacy","",2,2,2,2,2,2,3,1,3,3,3,3,1,3,3,1,1,1,4,1,7,5,5,"Instagram,Twitter","Safari","","3 hours","News,Entertainment,Shopping","","Computer (desktop/laptop),Mobile phone or smartphone,Tablet (e.g., iPad, Kindle Fire, Samsung Galaxy Tab),Wearable device (e.g., Apple Watch, FitBit)","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself","Numeric Entry:",36,"Male","","Bachelor's Degree","Zenith Computing","$150,000-$199,999","Employed Full-Time","","Liberal","iOS/iPhone","","1","R_210o75bYrwIUUtl","DAABBA9F6C6148C1A5E441C52998D5EE","large-old-ads",3.5,5.66666666666667,"Upper_Income",2
